,the_geom,NAME,BIN,CNSTRCT_YR,LSTMODDATE,LSTSTATYPE,DOITT_ID,HEIGHTROOF,FEAT_CODE,GROUNDELEV,SHAPE_AREA,SHAPE_LEN,BASE_BBL,MPLUTO_BBL,GEOMSOURCE,GLOBALID,index_right,Id
1016163,"MULTIPOLYGON (((-73.97410041439274 40.76820241320536, -73.97407674515803 40.768192294326234, -73.9740534492152 40.768181688353884, -73.97403854836705 40.76817447556535, -73.97403054314441 40.7681706006952, -73.97402823160404 40.7681694133104, -73.97400804470814 40.768159042160555, -73.97400649817419 40.768158199840784, -73.97398597048586 40.76814701995788, -73.97397397730613 40.768140104083116, -73.97396433587151 40.76813454399646, -73.9739431574437 40.76812162328536, -73.97396094547717 40.76810569109427, -73.97398036502766 40.768088299552474, -73.97399217433774 40.76807772130122, -73.97400391136807 40.76806720966966, -73.9740229695205 40.76805014041936, -73.97404335346955 40.768062346837574, -73.97405620048704 40.76806958797929, -73.974064198346 40.76807409590007, -73.97408548401863 40.768085376796044, -73.97410719509348 40.768096179616236, -73.97411319194273 40.768098977027535, -73.97411962813538 40.76810197895149, -73.97411982367319 40.76810170254082, -73.97412847947844 40.768089469342065, -73.97415045397582 40.76809905743385, -73.97417277925638 40.76810816473112, -73.97419543637099 40.76811678582645, -73.97421840755634 40.76812491171057, -73.97424167504775 40.768132536976346, -73.9742652175279 40.76813965441481, -73.97428901723161 40.76814625951926, -73.97431305639454 40.768152345982145, -73.97433731251367 40.76815790929568, -73.9743617678242 40.76816294405284, -73.97438640219106 40.76816744844795, -73.97441119429638 40.768171416172684, -73.97443612637416 40.7681748445215, -73.97446117710453 40.76817773258904, -73.97448632398442 40.768180075867726, -73.97451155043161 40.768181873453315, -73.97453683275734 40.768183124440064, -73.97456215201073 40.7681838270227, -73.97458748805624 40.76818398029629, -73.97461281838909 40.76818358425589, -73.9746381240575 40.7681826397977, -73.97466338492526 40.768181147818, -73.97468525132619 40.76817937863232, -73.97468857848722 40.7681791092122, -73.97471368579158 40.76817652487682, -73.97471711428136 40.76819325608578, -73.97475449432991 40.76818835563718, -73.9747798769954 40.76818425850165, -73.97480509049717 40.76817959940926, -73.97483011351348 40.768174381957515, -73.97483225875179 40.768180017777716, -73.97484064329 40.76820204052417, -73.97485424717316 40.768237773676056, -73.97486021433231 40.7682534491439, -73.9748634387057 40.76826191908378, -73.97483734593139 40.76826763338705, -73.97481105674295 40.768272803737304, -73.97479778669884 40.7682751214332, -73.97478459246213 40.768277426537054, -73.97475797204207 40.7682814972878, -73.97474368355171 40.76828337440806, -73.97473121443575 40.76828501239164, -73.97472025800032 40.76828621846401, -73.97470434096381 40.76828797095252, -73.97469333723643 40.76828895008507, -73.97467737057887 40.768290370273164, -73.97465032460232 40.76829220765663, -73.97462322317051 40.768293482206744, -73.97459608523539 40.76829419302719, -73.97456893211734 40.768294340122644, -73.97454178395242 40.76829392349754, -73.97452500436233 40.768293316451285, -73.97451466087685 40.76829294225583, -73.97448758302647 40.768291397302534, -73.97446057053605 40.768289291343585, -73.97443364472643 40.7682866234833, -73.97440682454753 40.76828339822846, -73.97438013013476 40.7682796164841, -73.97435358162322 40.76827528095637, -73.97432719914703 40.768270396152246, -73.9743010016566 40.76826496477771, -73.97427500928656 40.76825899043931, -73.9742492409858 40.76825247944495, -73.97422371807362 40.76824543450114, -73.97419845594565 40.7682378619149, -73.97417347710447 40.768229767094546, -73.97416268486357 40.76822600147034, -73.97414879813019 40.76822115634751, -73.9741244379716 40.7682120359817, -73.97410041439274 40.76820241320536)))",,1083812,,02/14/2009,Constructed,770537,14.21597,2100,33.0,0,0,1011110001,1011110001,Photogramm,{8038EEEC-D054-41EA-9B3E-029068D2F1F8},0,0
1018727,"MULTIPOLYGON (((-73.96303731664047 40.78070299098594, -73.96292873239054 40.78065676665956, -73.96289392473487 40.78070401109801, -73.96290931207145 40.780710561800305, -73.96286236079065 40.780774289609774, -73.96279707118047 40.78074649617002, -73.96285064379155 40.78067378171107, -73.96283115973714 40.780665487208296, -73.96281906358327 40.780681903959376, -73.96278065568853 40.780665553753884, -73.96219292214955 40.780415348862086, -73.96220226198558 40.7804026719573, -73.9622071784989 40.78039599814851, -73.96219123939235 40.78038921304056, -73.96218497134115 40.780397719827256, -73.96213977421822 40.78045906699381, -73.96213561593088 40.78045729614117, -73.96212588523035 40.780453154236326, -73.96211882763102 40.78045014964295, -73.96211288333029 40.780447619079176, -73.96210830578111 40.78044566978833, -73.96210348306938 40.78044361685891, -73.96180430379891 40.78031625103649, -73.96181188075774 40.780305966212666, -73.96176664434138 40.78028670838551, -73.96170083928925 40.78025869352831, -73.96206142140421 40.779769278277016, -73.96217444846552 40.77981739594034, -73.9622893694185 40.77966141261336, -73.96250897974556 40.77936333162164, -73.9624936046024 40.779356787171906, -73.96251032298831 40.77933409545568, -73.96254638093578 40.77928515228216, -73.96255756285986 40.77926997525072, -73.96256706251218 40.77925708134513, -73.96257638551762 40.77924442601447, -73.96268631704012 40.77909521333503, -73.96279089071169 40.77895326947224, -73.9628033991194 40.778936291840104, -73.96281605215438 40.778919117043294, -73.96286477688777 40.77885298096321, -73.96287829372577 40.7788587350249, -73.96290323221132 40.77882488507336, -73.9630873537028 40.77857496748269, -73.96320708350048 40.77841245070825, -73.96317347572904 40.77839814359879, -73.96308227162734 40.778359316275385, -73.96315387343732 40.77826212546874, -73.96314820050382 40.77825971030852, -73.96337101740508 40.77795726390379, -73.9634370667401 40.777867608354974, -73.96355376179201 40.77791728731491, -73.96356212180987 40.77790594092785, -73.96379428544374 40.77800477669892, -73.96381180522214 40.77801223475939, -73.96382370417741 40.778017300219076, -73.96383539232406 40.77802227556118, -73.96384699046314 40.77802721305268, -73.9638585057008 40.77803211539747, -73.96387005291707 40.778037031258684, -73.96388150657287 40.778041907467255, -73.96389286311584 40.778046741320665, -73.9638984188093 40.77804910687992, -73.96389203501889 40.778057773115, -73.9638570551398 40.778105254640614, -73.96382607620532 40.77814730468095, -73.9638494821541 40.77815726887998, -73.96387625737445 40.77812092399884, -73.96388576134981 40.77810802277978, -73.96451739267984 40.77837691267436, -73.96450469513987 40.7783941470787, -73.9645257385157 40.778403105451694, -73.96457890903791 40.77833093034209, -73.96464609670646 40.77835953291691, -73.96460059027231 40.77842130420774, -73.96458091597991 40.77841292889422, -73.9645590002571 40.77844267835256, -73.96475348136472 40.778525468044485, -73.96513189483026 40.77868655604607, -73.96513938703515 40.77868974609073, -73.96512941022195 40.77870328932699, -73.96484063449478 40.77909528023434, -73.96481544916588 40.77908455837255, -73.96461745355774 40.779000273780625, -73.96456980094358 40.77906495841945, -73.96446559483411 40.77920640602865, -73.96439636845312 40.77930037367182, -73.96438692794834 40.779296355415624, -73.96434843635514 40.77934860325452, -73.96424923804055 40.77948325251994, -73.96417905318481 40.77957852095697, -73.96423141848308 40.77960081294318, -73.96424501612755 40.77960660108799, -73.96427534248177 40.77960037001397, -73.96431277147616 40.779592680517396, -73.96431566882178 40.779588748921974, -73.96436336947707 40.77952400047244, -73.96437202241258 40.77952768440063, -73.96445404414263 40.77956260058494, -73.96451345497412 40.77971296852588, -73.96456640074419 40.779846975924436, -73.96450500284931 40.77993031740501, -73.96445107420837 40.77994216399545, -73.96413569115091 40.780011444552294, -73.96408123989261 40.779988264879414, -73.96403866312126 40.77997013980291, -73.96409092258388 40.77989920464218, -73.96407574284909 40.77987029019286, -73.96406575833726 40.77985127207829, -73.9640028307494 40.77982448411395, -73.96391337591646 40.77994590774904, -73.96389475629634 40.779971180810314, -73.96387620305069 40.779996363839096, -73.96385520763515 40.78002486264785, -73.96381814493346 40.780075170170285, -73.96378356701693 40.7801221051808, -73.96377693693415 40.78011928272456, -73.96376246770764 40.78013892262719, -73.96365907858203 40.780279258522384, -73.9635724867422 40.780396793519536, -73.96359419268828 40.780406034126344, -73.96372944549283 40.78046360984782, -73.96373994613641 40.7804680796422, -73.96375090276446 40.78047274408746, -73.96377698975509 40.78048384917633, -73.963801590366 40.780494321639964, -73.9638148215109 40.78052299237521, -73.96381509957615 40.78052359399788, -73.9638138512213 40.78052528835059, -73.96354227619845 40.78089390877279, -73.9635029191698 40.78090119848486, -73.96329310686545 40.78081188129718, -73.96320693889733 40.78077519978695, -73.96312120095143 40.78073870115157, -73.96303731664047 40.78070299098594), (-73.96343242746373 40.77880018775046, -73.96341734486418 40.778793818213664, -73.9633999795345 40.77881757875391, -73.96336598859654 40.778864087896864, -73.96352243691905 40.77893015784536, -73.96360027095481 40.77896302737429, -73.96365162586687 40.77889275758735, -73.96361955142245 40.77887921201715, -73.96343242746373 40.77880018775046), (-73.96333564503841 40.77975829488298, -73.96339439868069 40.77978319533438, -73.96339826467162 40.77977792412269, -73.96339974420394 40.77977590746798, -73.96344418371882 40.7797947411667, -73.96343810080434 40.77980303376151, -73.96345020969548 40.77980816506154, -73.96347165815489 40.779778921754016, -73.963503012801 40.77973617044697, -73.96352227511785 40.77970990709922, -73.9634898237064 40.779696154259916, -73.963406974367 40.77966104171812, -73.96337742998764 40.779701323497584, -73.9633513923512 40.779736823818034, -73.96333564503841 40.77975829488298), (-73.96237823033867 40.779853500743066, -73.96240626556872 40.77981427501708, -73.96242825316976 40.779783512932475, -73.96234804133856 40.77975038519621, -73.96229952531377 40.77981826358892, -73.96229801726344 40.779820372971926, -73.96237823033867 40.779853500743066), (-73.96382756976813 40.779323119712394, -73.96385220331685 40.77928959994654, -73.963787168163 40.77926198363933, -73.96372011611346 40.77923351118332, -73.96370148235857 40.779258867057834, -73.96369045597633 40.779273873153834, -73.96379226998565 40.77931710768013, -73.96382254205012 40.7793299619503, -73.96382756976813 40.779323119712394), (-73.96267703441815 40.78008841012148, -73.96253621105183 40.780030285645836, -73.962518664568 40.780054849237885, -73.96263234229941 40.780101768993674, -73.96265948915558 40.78011297373516, -73.96267170883468 40.78009586725486, -73.96267703441815 40.78008841012148)))",The Metropolitan Museum,1083810,,08/22/2017,Constructed,120474,87.77,2100,100.0,0,0,1011110001,1011110001,Photogramm,{F85F6AF5-355C-4B03-92D0-F0E90A031F7D},0,0
1064356,"MULTIPOLYGON (((-73.95901495686303 40.797302043465194, -73.95908724147161 40.7972857899118, -73.95910834169469 40.79733998496535, -73.95903605466194 40.79735623943147, -73.95901495686303 40.797302043465194)))",,1091761,2023.0,05/10/2023,Constructed,1197748,18.0,2100,129.0,0,0,1011110001,1011110001,Other (Man,{9BE71DD4-B734-4917-A995-B9554153AA21},0,0
1075703,"MULTIPOLYGON (((-73.97124328188147 40.774027449293555, -73.97108994025182 40.77399287033527, -73.97113001009379 40.77389017623134, -73.97087167187411 40.77383192072038, -73.97083261795197 40.77393201073839, -73.97069301001575 40.773900528854675, -73.97078139242205 40.77366860157278, -73.97132510234394 40.77379341998896, -73.97124328188147 40.774027449293555)))",Bethesda Terrace,1090516,1864.0,12/18/2023,Constructed,1283803,0.0,2100,75.0,0,0,1011110001,1011110001,Other (Man,{867539BD-DA1D-49B6-8FCB-48719C378D32},0,0
1076312,"MULTIPOLYGON (((-73.97456008975814 40.769080357096186, -73.97460171109145 40.769052495695526, -73.97465705438825 40.7690551706708, -73.97469370089739 40.76908681341324, -73.97469018250507 40.769128889566325, -73.97464856116109 40.769156750998604, -73.97459321777987 40.769154076919804, -73.97455657246657 40.76912243234498, -73.97456008975814 40.769080357096186)))",,1090303,1952.0,08/08/2024,Constructed,607982,20.0,2100,77.0,0,0,1011110001,1011110001,Other (Man,{E4BBDC5A-E92D-4B1A-90E0-60A5750C2DFC},0,0
1076349,"MULTIPOLYGON (((-73.97132826678563 40.7736572935581, -73.97087236375503 40.77355271727608, -73.97094957176964 40.773358190317566, -73.97140547240522 40.773462766296866, -73.97132826678563 40.7736572935581)))",Bethesda Terrace,1091041,,01/03/2024,,1300994,0.0,2100,75.0,0,0,1011110001,1011110001,,{07294972-930D-46D3-BF6F-18B6E41F2E5D},0,0
1076423,"MULTIPOLYGON (((-73.97260095288394 40.76783349924817, -73.97233397240035 40.76772211338417, -73.97230322287353 40.76763289669824, -73.97245108071935 40.767432978901574, -73.97254839189141 40.76747406599833, -73.97267387518716 40.76730281461705, -73.972750764806 40.767334842133366, -73.97276745477104 40.767310691867905, -73.97284292081463 40.767342632537854, -73.97269894195134 40.76753719916497, -73.97271680933626 40.7675447532204, -73.97273567781238 40.76751985966006, -73.97278502590012 40.76754167162131, -73.97276547120217 40.76756768165205, -73.97279022728094 40.76757787399904, -73.97276140830986 40.76761195485628, -73.97279241255463 40.76762420452966, -73.97273949536816 40.76769882036386, -73.97270675496377 40.76768602365938, -73.97260095288394 40.76783349924817)))",,1090839,,08/16/2019,Constructed,1288660,31.0,2100,46.0,0,0,1011110001,1011110001,Other (Man,{D31D3BE1-3736-417B-BC15-EAF7E943CF54},0,0
1076808,"MULTIPOLYGON (((-73.98107372552523 40.768577638987665, -73.98100713089225 40.76861003715152, -73.98095700715777 40.76854649295017, -73.98102109517234 40.76851520652398, -73.98107372552523 40.768577638987665)))",,1090981,,11/05/2021,,1295728,0.0,1004,70.0,0,0,1011110001,1011110001,Other (Man,{68ACD1A5-5B33-41F0-BBE9-6C54B2297AF4},0,0
1077478,"MULTIPOLYGON (((-73.97274380715369 40.76720850341514, -73.97279859918248 40.76723170973868, -73.97276211969172 40.76728291637004, -73.97270444586725 40.767259935373104, -73.97262402846297 40.76737084304465, -73.9725515916799 40.76734021588759, -73.97256099904797 40.7673268762651, -73.97224616127164 40.767194900469626, -73.9722296989387 40.76721812679807, -73.97215371796383 40.76718653949927, -73.97213021471173 40.76718891654927, -73.97208728457052 40.76724825565722, -73.97206026134825 40.767236217476665, -73.97204243909586 40.76725977663484, -73.9719680256396 40.767226998227656, -73.97198506446296 40.76720474912336, -73.97195529838312 40.767192232984144, -73.9720652496719 40.76704237084418, -73.97209501570542 40.767054886955215, -73.97210991007587 40.76703404299892, -73.97218275597608 40.767065034337485, -73.97216864619786 40.76708468712619, -73.97256567427264 40.76725127738826, -73.9725930104572 40.767213949008934, -73.97262517123485 40.767227221975446, -73.97261231339903 40.767247061519704, -73.97262538344671 40.767252663958104, -73.97270967244303 40.76713332488363, -73.97277656317014 40.76716226668996, -73.97274380715369 40.76720850341514)))",,1090840,,08/16/2019,Constructed,1288659,21.0,2100,46.0,0,0,1011110001,1011110001,Other (Man,{C2AD537C-E93E-435D-A7A1-3B5234D40C81},0,0
1077479,"MULTIPOLYGON (((-73.97107637890912 40.76804666574049, -73.9716142608074 40.768277789499194, -73.97155556488507 40.76835340111691, -73.9716008868549 40.76837352864682, -73.97156015498152 40.76842729307231, -73.97151030860066 40.76840405947148, -73.97149780847231 40.76841703623861, -73.97142608936227 40.768385179369, -73.97139885139484 40.76842283437243, -73.97137250294827 40.768413548139215, -73.97139974380069 40.768374717085, -73.97129152922524 40.76832838807805, -73.97125420595444 40.76822566823105, -73.97126887551829 40.76820549700703, -73.97120105280125 40.76817528798897, -73.97121485486561 40.76814531997592, -73.97105221294022 40.76807966312968, -73.97107637890912 40.76804666574049)))",,1090837,,08/16/2019,Constructed,1288662,21.0,2100,46.0,0,0,1011110001,1011110001,Other (Man,{0E5292CE-4D41-4F2C-AB01-2B7711159D9B},0,0
1077934,"MULTIPOLYGON (((-73.97200933924755 40.76832005493957, -73.97198696318524 40.768311128212204, -73.97197298650872 40.76831488531618, -73.97195782922554 40.76829830515783, -73.9719337358527 40.76832849137601, -73.97193218982531 40.76832931045768, -73.97193123971299 40.768329782090106, -73.9719289876669 40.76833083332964, -73.97192813000812 40.76833114379444, -73.97192661010264 40.76833180979679, -73.97192510089795 40.76833237854729, -73.97192393761192 40.76833279339599, -73.9719221998147 40.76833335578728, -73.97191865084551 40.768334338272275, -73.97191318659198 40.76833546166933, -73.97190758868065 40.76833615099083, -73.97190193292171 40.76833639094669, -73.97189252878762 40.76833580422605, -73.97188339877201 40.7683339982897, -73.97187817139233 40.76833234458982, -73.97187318935892 40.76833029112598, -73.97186851899423 40.768327851422, -73.9718642005538 40.76832506150787, -73.97185908559506 40.768320844100835, -73.97179225586216 40.7684061576784, -73.97179321548349 40.7684084082718, -73.97179396921733 40.768410177945874, -73.97179454515975 40.76841224654358, -73.97179504721014 40.76841539482707, -73.97179503831339 40.76841962178873, -73.97179452649246 40.76842276352044, -73.97179358592828 40.768425854719, -73.97179222493094 40.76842885036123, -73.97179045654325 40.76843171713169, -73.97178831038318 40.768434437928036, -73.97178579594568 40.76843696682691, -73.97178393216895 40.76843853414723, -73.97178193459172 40.76844000598136, -73.97177868840248 40.768441996199726, -73.97177519714586 40.7684437261124, -73.97177147860425 40.76844515790259, -73.97176758962745 40.768446298788284, -73.9717635586549 40.768447118159244, -73.97175944017249 40.7684476115263, -73.97175527800381 40.76844777980071, -73.97175111597612 40.76844761578919, -73.9717483575563 40.7684473224492, -73.97174564420642 40.76844688413909, -73.97174296763627 40.76844629905587, -73.97174035863658 40.76844557801312, -73.97173781483997 40.76844471740823, -73.97173536111534 40.76844372715287, -73.97173300338447 40.768442608149016, -73.9717307487517 40.76844136580138, -73.97172861971704 40.7684400100211, -73.97172661627974 40.76843854260917, -73.97172388243908 40.76843615290224, -73.97172224154086 40.7684344442442, -73.97172077123497 40.768432655483224, -73.97171887260559 40.76842982833645, -73.9717169590613 40.768425864750455, -73.97171580007218 40.76842173295548, -73.97171540270908 40.7684175167001, -73.9717156184356 40.768414351482996, -73.9717165736723 40.76841018688837, -73.9717541571262 40.76835378135914, -73.97170456231672 40.768332194924895, -73.97171587512325 40.76831473783827, -73.97178365278418 40.768343150036905, -73.97183145960645 40.76827681352988, -73.97194553809844 40.76825682767106, -73.9720915416937 40.7683186466818, -73.97205827317504 40.76836436709167, -73.97212303000231 40.76839169054941, -73.97209041321778 40.76843384243002, -73.97207449555356 40.76843401777332, -73.97206500270136 40.768433122172524, -73.9720587694549 40.768432114798586, -73.9720556866415 40.76843148369843, -73.9720466456744 40.768429121285386, -73.97203798165039 40.76842606107288, -73.97202976917694 40.76842233189515, -73.97202715216245 40.7684209480863, -73.97202460150422 40.76841949765625, -73.9720197016248 40.76841639873408, -73.9720150979599 40.768413047742605, -73.97201080234728 40.768409459993386, -73.97200684794093 40.768405659808046, -73.97200325013235 40.76840166159846, -73.97200001957567 40.768397478874704, -73.97199717520814 40.76839314405965, -73.97199271253072 40.76838407130175, -73.9719911107845 40.76837937658715, -73.97198950889178 40.76837221449267, -73.97198889130203 40.76836495718407, -73.9719890342874 40.768360111609006, -73.9719896131362 40.76835528324942, -73.9719913086953 40.76834813366307, -73.97199296649913 40.768343451447365, -73.97199625261109 40.76833662822985, -73.97199895259253 40.76833223352801, -73.97200933924755 40.76832005493957)))",,1090838,,08/16/2019,Constructed,1288663,17.0,2100,46.0,0,0,1011110001,1011110001,Photogramm,{F8D0DD31-BE6F-4A90-B0F5-846E7D6152C6},0,0
